title,subtopic,relevant_content
Talk:Textile industry,Merge with [[Textile manufacturing]],"I suggest that this article and the article [[Textile manufacturing]] be merged, as they seem to cover the same topic. [[User:Zaheen|Zaheen]] ([[User talk:Zaheen|talk]]) 09:59, 16 August 2022 (UTC)  {{Ping|ClemRutter|Rjensen}} Your opinions are valuable since you are the two biggest contributors of this article. --[[User:Zaheen|Zaheen]] ([[User talk:Zaheen|talk]]) 10:01, 16 August 2022 (UTC) :Yes I agree merger is called for. [[User:Rjensen|Rjensen]] ([[User talk:Rjensen|talk]]) 05:44, 17 August 2022 (UTC) :: ps on  4 August 2021 Diannaa blocked ClemRutter with an expiration time of indefinite. [[User:Rjensen|Rjensen]] ([[User talk:Rjensen|talk]]) 05:50, 17 August 2022 (UTC) :::ClemRutter asked me to pass along these comments of his: ''The debate about this area has been going on since 2011. The topic is vast and I welcome further attempts to improve the area- but it has to be done out of knowledge of Textiles not out of an aim to 'just clean up the structure of en:wikipedia'. I failed to make sufficient headway, and a lot of my work was just copied from one article to another with the intention of culling bits and paraphrasing at a later date. The more books you used for reference- the more you discovered that just had to be included. Words in common usage like manufacturing and industry do have very precise meanings. Each justifies a long article. Neither are all inclusive. For manufacture we have fibre m., yarn m., fabric m., (weaving, knitting) processing of grey cloth. When we have the cloth, we have making up, which leads to clothing m. Industry is more problematic- the development of the Textile Industry ( before it becomes the Clothing Industry (Rag Trade) and the (Fashion Industry)) is the development of civilisation. Egypt and the fertile crescent- the birth of religions- then triangular trade and slavery. The birth of plastics. Cotton was the origin of the industrial revolution, and indeed industry. Read the sources including Collier. Yes try and merge- but we will have a more valuable product (wikipedia) if new articles are spawned first and we cull chunks and keep both T.Manufacturing and T.Industry.  Best of luck  folks-''  forwarded from ClemRutter by [[User:Rjensen|Rjensen]] ([[User talk:Rjensen|talk]]) 04:16, 24 August 2022 (UTC)  [[User:Rjensen]]: Thanks a lot for relaying the message from ClemRutter. However, I must admit that it is still not very clear to me how it is possible to have two different articles that have so much content in common at this moment. Industry and Manufacturing is nearly synonymous in their broadest sense. In order to justify two different articles, we need to clearly define their scope. I don't see how that can be done organically and without a lot of forethought and deliberation. Plus the wiki model does not work well in such a premeditated way. Usually we grow an article and then fork out into some specific aspect. I propose that we merge everything into [[Textile industry]],  for now, and maybe have a manufacturing section within it, and then, if needed, we could recreate a [[Textile manufacturing]] fork article which might delve deeper into different manufacturing processes.  [[User:Zaheen|Zaheen]] ([[User talk:Zaheen|talk]]) 17:22, 24 August 2022 (UTC)"
Talk:Textile industry,Scope of article is currently the industry (mfg and distribution) since centuries ago,"Scope of article is currently the industry (mfg and distribution) since many centuries ago. And therefore a link to the articles on [[draper]]s and [[cloth merchant]]s in the ""Commerce"" section is not out of place, as a recent reverter misapprehends. The reversion needs better logical defense if it is to stand. [[User:Quercus solaris|Quercus solaris]] ([[User talk:Quercus solaris|talk]]) 17:46, 3 January 2023 (UTC) : To explain more plainly—if you misapprehend that an article on the [[textile industry]] across all centuries should not mention nor link [[draper]]s and [[cloth merchant]]s even once, then you need to explain why you think that that linked mention is (quote-unquote) ""commentary"" and also why you think it needs a source despite [[WP:BLUE]]. [[User:Quercus solaris|Quercus solaris]] ([[User talk:Quercus solaris|talk]]) 20:30, 3 January 2023 (UTC)"
Talk:Textile industry,Jacquard Loom,"Was presented in 1805 Paris Expo of Products of Industry. The loom's programmability using punch cards and faster production had an impact on national economies.  Eventually, this textile innovation led Charles Babbage to create the first mechanical computer [[User:Jocelynorchard|Jocelynorchard]] ([[User talk:Jocelynorchard|talk]]) 04:53, 31 July 2023 (UTC)"
Talk:Textile industry,Wiki Education assignment: ENV H 453 Industrial Hygiene,"{{dashboard.wikiedu.org assignment | course = Wikipedia:Wiki_Ed/University_of_Washington/ENV_H_453_Industrial_Hygiene_(Fall_2023) | assignments = [[User:Robintay15|Robintay15]] | start_date = 2023-09-27 | end_date = 2023-12-08 }}  <span class=""wikied-assignment"" style=""font-size:85%;"">— Assignment last updated by [[User:Robintay15|Robintay15]] ([[User talk:Robintay15|talk]]) 21:13, 12 November 2023 (UTC)</span>"
Talk:Tobacco industry,Wiki Education Foundation-supported course assignment,"[[File:Sciences humaines.svg|40px]] This article was the subject of a Wiki Education Foundation-supported course assignment, between <span class=""mw-formatted-date"" title=""2021-08-31"">31 August 2021</span> and <span class=""mw-formatted-date"" title=""2021-12-03"">3 December 2021</span>. Further details are available [[Wikipedia:Wiki_Ed/Murray_State_University/JMC_440_Research_Methods_in_Public_Relations_(Fall_2021)|on the course page]]. Student editor(s): [[User:Ajameson1|Ajameson1]].  {{small|Above undated message substituted from [[Template:Dashboard.wikiedu.org assignment]] by [[User:PrimeBOT|PrimeBOT]] ([[User talk:PrimeBOT|talk]]) 11:27, 17 January 2022 (UTC)}}"
Talk:Tobacco industry,Lawsuits,"Is there really nothing on Wikipedia on the $280bn tobacco lawsuits? Or the recent (failed) UK lawsuit? [http://www.newstatesman.com/nssubsfilter.php3?newTemplate=NSArticle_NS&newDisplayURN=200506270004] [[User:Rd232|Rd232]] 15:06, 12 August 2005 (UTC)  I have searched high and low for such references, and cannot find any. Then I searched Google for news reports of possible censorship of Wikipedia, and also found nothing. However I find it difficult to believe that Wikipedians wouldn't have been falling over themselves to write something about this. Court TV has comprehensive and reliable resources. [[User:Caravaca|Caravaca]] 18:38, 21 January 2006 (UTC)  :I've removed the recent additions about the majority of lawsuits ending in victory for the tobacco industry; my request for a citation was met with a link to [http://www.bat.com/OneWeb/sites/uk__3mnfen.nsf/vwPagesWebLive/88CD3E64F551DBA380256BF400033142?opendocument&SID=&DTC= BAT's website], and a comment from, er, their litigation counsel. Per[[Wikipedia:Reliable_source|Wikipedia policy on reliable sources]], this is a promotional source and so not suitable for use here. This claim needs details from independent sources to be included, and in the meantime an encyclopaedia is not the place to parrot industry PR material. [[User:Nmg20|Nmg20]] 09:52, 8 March 2007 (UTC)  ::I am pretty sure BAT knows the status of their litigation more than anyone else. Sources from RJ Reynolds have detailed listings of there litigation status, however this is swayed by RJT status as an US based company. It is frustrating that an enyclopedia should be restrained from showing the truth regarding tobacco litigation. [[User:Biritix|Biritix]] 05:18, 9 March 2007 (UTC)  :::I wasn't involved in putting together the guidelines above - but I think it's safe to say that an industry which is interested in making money selling something is unlikely to be the best possible source for information on the state of lawsuits being brought against them relating to their product - hence, Wikipedia regards them as not a suitable source. :::Hence, the first reference you've added back in is still invalid. The second one, [http://www.law.berkeley.edu/faculty/sugarmans/#Tobacco Steve Sugarman's homepage], doesn't appear to be a reference at all - it's a set of family photos plus a series of links to other articles. The third one, [http://multinationalmonitor.org/hyper/issues/1987/07/gidmark.html ""A Smoking Gun""], is 20 years old, not peer-reviewed, describes the tobacco industry's defence of its products at that time as ""contradictory"", outlines the absurd lengths tobacco companies go to to undermine litigation (""Braly had to get a court order to keep defense lawyers from looking over his shoulder while he was examining documents in their offices. When the order came through, the firm knocked down a wall in the office and put in a window.""), describes upcoming cases against the industry as ""promising"", and closes with the line ""contrary to the hopes of the tobacco industry, the field promises to get much more exciting."" This in no way supports what you're trying to say. Your 4th reference is [http://www.altria.com/media/03_06_selpmusalit.asp a page of Altria's website], and is not an article. You yourself have already highlighted why your fifth reference is unsuitable - they are lawyers specialising in defending tobacco companies at trial.  :::Good luck to you if you believe that BAT press releases are God's Honest Truth, though, and thanks for posting the link. I'm afraid I will continue reverting this change unless valid supporting evidence per Wikipedia criteria can be found.[[User:Nmg20|Nmg20]] 22:40, 9 March 2007 (UTC)  ::::In that case I will be simply forced to create a more cohesive set of references regarding BAT's, RJT's, Altria's and JTI's claims. Thanks for pulling me up on this. Ill work on it soon. [[User:Biritix|Biritix]] 03:39, 10 March 2007 (UTC)  :::::Those are exactly what's needed. I've included the full Pubmed citations, and included info from the first article to convey its sense - but thank you. [[User:Nmg20|Nmg20]] 09:04, 10 March 2007 (UTC)"
Talk:Tobacco industry,A quite good article,But figures (market shares) are becoming a bit old (1999)
Talk:Tobacco industry,Rankings,"I dug up various rankings for tobacco companies. Most use vague quantifiers and have different ordering.  BBC News ""bigness"" ranking [http://news.bbc.co.uk/1/hi/business/4651668.stm]: # Philip Morris ([[Altria]]) # British American Tobacco # Japan Tobacco # Imperial # Gallaher  Ranking by ""volume,"" according to the [[Altria Group]] article:  1 & 2: China National Tobacco and Japan Tobacco  3: Philip Morris (Altria)  Ranking by ""largeness,"" according to the [[Japan Tobacco]] article:  # China Tobacco # Philip Morris (Altria) # British American Tobacco # Japan Tobacco  Ranking by ""sales,"" according to the [[China National Tobacco Co.]] article:  # China National Tobacco  Ranking by ""largeness,"" according to the [[R.J. Reynolds Tobacco Company]] article:  # ??? # R.J. Reynolds Tobacco Company  Ranking by ""market share,"" according to the [[Tobacco company]] article: # China National Tobacco # Philip Morris # British American Tobacco # Japan Tobacco # R.J. Reynolds Tobacco Company (tied with two other companies)  Ranking by ""sales,"" according to the [[Tobacco company]] article: # Philip Morris # British American Tobacco # Japan Tobacco  --[[User:61.115.196.42|61.115.196.42]] 13:18, 14 February 2006 (UTC)"
Talk:Tobacco industry,US-centred article,"This article is pretty US-orientated. Could anyone write more about the international industry ? [[User:Arsine|Arsine]] 19:26, 18 February 2006 (UTC)"
Talk:Tobacco industry,Use of Euromonitor,"I note someone's added statistics on the tobacco (damnable typos [[User:203.129.34.62|203.129.34.62]]) industry from Euromonitor.  I remind people that Euromonitor is not a PD resource; I'm quite sure they mention something about red hot pokers in bums for copyvios when you log in.  Perhaps an alternate, free source could be found for this information?  Prospectus' usually include information about the composition of the business.[[User:203.129.34.62|203.129.34.62]] 09:19, 7 December 2006 (UTC)"
